开始时间：,,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134
结束时间：,,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129
采样频率：,,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,,30000,30000,30000,30000,30000,30000
序列号:,,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,,1,9084,9085,9088,9101,9105
序号：,相对时间,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
328,1.6350,-5.0738,1.8564,3.1831,3.0442,-4.2382,-1.7345
329,1.6400,-5.1135,1.7382,3.1540,3.0420,-4.1606,-1.6123
330,1.6450,-5.1517,1.6023,3.1540,3.0316,-4.0381,-1.4598
331,1.6500,-5.1754,1.4828,3.1631,3.0683,-3.9310,-1.3549
332,1.6550,-5.2124,1.3447,3.1522,3.0527,-3.8594,-1.1789
333,1.6600,-5.2340,1.2415,3.1443,3.0387,-3.7422,-1.1089
334,1.6650,-5.2557,1.0781,3.1352,3.0543,-3.6505,-0.8898
335,1.6700,-5.2533,0.9943,3.1522,3.0582,-3.5363,-0.8104
336,1.6750,-5.3153,0.8363,3.1481,3.0546,-3.4353,-0.6171
337,1.6800,-5.3099,0.7420,3.1284,3.0572,-3.3261,-0.5430
338,1.6850,-5.3530,0.6164,3.1321,3.0374,-3.2075,-0.3319
339,1.6900,-5.3851,0.5071,3.1199,3.0445,-3.1101,-0.2388
340,1.6950,-5.3746,0.3797,3.1274,3.0296,-3.0225,-0.0369
341,1.7000,-5.3784,0.2136,3.1077,3.0306,-2.9107,0.0474
342,1.7050,-5.3875,0.1145,3.1055,3.0436,-2.8247,0.2313
343,1.7100,-5.3997,0.0104,3.1315,3.0173,-2.7266,0.3189
344,1.7150,-5.3828,-0.0783,3.0977,3.0043,-2.6252,0.5224
345,1.7200,-5.4102,-0.1744,3.1130,3.0023,-2.5147,0.6057
346,1.7250,-5.4024,-0.2644,3.1065,3.0355,-2.3690,0.8438
347,1.7300,-5.4105,-0.3567,3.0980,3.0524,-2.2299,0.9697
348,1.7350,-5.4329,-0.4927,3.0899,3.0153,-2.1063,1.1460
349,1.7400,-5.4176,-0.5836,3.0790,3.0078,-1.9653,1.2714
350,1.7450,-5.4014,-0.6867,3.0646,2.9926,-1.8424,1.4577
351,1.7500,-5.3733,-0.8056,3.0618,3.0202,-1.7100,1.5529
352,1.7550,-5.3533,-0.9287,3.0361,3.0085,-1.6049,1.7096
353,1.7600,-5.3296,-1.0625,3.0421,2.9861,-1.4461,1.8346
354,1.7650,-5.3174,-1.1420,3.0149,2.9929,-1.3074,1.9981
355,1.7700,-5.2787,-1.2163,3.0108,2.9858,-1.1519,2.1439
356,1.7750,-5.2903,-1.3354,3.0077,2.9854,-1.0236,2.2570
357,1.7800,-5.2696,-1.4373,2.9826,2.9549,-0.9279,2.4107
358,1.7850,-5.2405,-1.5368,2.9773,2.9578,-0.7808,2.5455
359,1.7900,-5.1995,-1.5786,2.9786,2.9835,-0.6428,2.6890
360,1.7950,-5.1761,-1.6909,2.9242,2.9523,-0.5131,2.8097
361,1.8000,-5.1643,-1.8100,2.9545,2.9377,-0.4023,2.9368
362,1.8050,-5.0908,-1.8877,2.9423,2.9328,-0.2300,3.0461
363,1.8100,-5.0620,-1.9914,2.9364,2.9513,-0.0755,3.1653
364,1.8150,-5.0078,-2.0974,2.9267,2.9354,0.0830,3.2491
365,1.8200,-4.9783,-2.1762,2.8998,2.9409,0.2183,3.3551
366,1.8250,-4.9349,-2.2278,2.8998,2.9286,0.3845,3.4277
367,1.8300,-4.8533,-2.2901,2.8776,2.9318,0.5330,3.5531
368,1.8350,-4.8258,-2.3874,2.8466,2.9188,0.6576,3.6012
369,1.8400,-4.7954,-2.4918,2.8281,2.9101,0.8043,3.6542
370,1.8450,-4.7171,-2.5596,2.8119,2.9166,0.9333,3.7297
371,1.8500,-4.6416,-2.6450,2.8066,2.9169,1.0676,3.7549
372,1.8550,-4.5806,-2.7300,2.7906,2.8951,1.2083,3.7825
373,1.8600,-4.5545,-2.7957,2.7203,2.8919,1.3494,3.8109
374,1.8650,-4.4878,-2.8697,2.7403,2.8896,1.4575,3.8700
375,1.8700,-4.3868,-2.9547,2.7159,2.8844,1.5761,3.8835
376,1.8750,-4.3232,-3.0106,2.6562,2.8798,1.6499,3.8961
377,1.8800,-4.2717,-3.0818,2.6458,2.8519,1.7635,3.9304
378,1.8850,-4.1422,-3.1557,2.6239,2.8331,1.8706,3.9878
379,1.8900,-4.0647,-3.2113,2.5939,2.8412,2.0267,4.0074
380,1.8950,-3.9681,-3.2767,2.5902,2.7931,2.1194,4.0188
381,1.9000,-3.8970,-3.3353,2.5407,2.7885,2.2179,4.0168
382,1.9050,-3.8160,-3.3961,2.5217,2.7684,2.3481,4.0739
383,1.9100,-3.7134,-3.4707,2.4798,2.7847,2.4200,4.1190
384,1.9150,-3.6145,-3.5136,2.4238,2.7450,2.4848,4.1187
385,1.9200,-3.4885,-3.5944,2.4004,2.7441,2.5725,4.1457
386,1.9250,-3.4072,-3.6543,2.3587,2.7350,2.6729,4.1647
387,1.9300,-3.2652,-3.6899,2.3368,2.6986,2.7575,4.1911
388,1.9350,-3.2070,-3.7301,2.2827,2.6814,2.7981,4.1849
389,1.9400,-3.0982,-3.7973,2.2264,2.6719,2.8996,4.2084
390,1.9450,-2.9902,-3.8685,2.2027,2.6489,2.9650,4.1963
391,1.9500,-2.9102,-3.9127,2.1573,2.6411,3.0550,4.2359
392,1.9550,-2.8025,-3.9619,2.0920,2.6082,3.1054,4.2447
393,1.9600,-2.7171,-4.0260,2.0723,2.6141,3.1679,4.2760
394,1.9650,-2.6107,-4.0902,2.0251,2.5907,3.2408,4.2549
395,1.9700,-2.4844,-4.1463,1.9888,2.5488,3.2834,4.3282
396,1.9750,-2.3950,-4.1948,1.9353,2.5137,3.3452,4.3103
397,1.9800,-2.3093,-4.2221,1.8821,2.4711,3.3771,4.3434
398,1.9850,-2.1636,-4.2749,1.8186,2.4371,3.4335,4.3185
399,1.9900,-2.0474,-4.3161,1.7552,2.4166,3.4557,4.3818
400,1.9950,-1.9610,-4.3695,1.6939,2.3994,3.4953,4.3451
401,2.0000,-1.8570,-4.4358,1.6198,2.3480,3.5279,4.3747
402,2.0050,-1.7510,-4.4916,1.5709,2.2967,3.5588,4.3633
403,2.0100,-1.6697,-4.5153,1.4990,2.2632,3.5984,4.4049
404,2.0150,-1.5860,-4.5656,1.3917,2.2203,3.6028,4.3905
405,2.0200,-1.5173,-4.6175,1.3648,2.1385,3.6169,4.4181
406,2.0250,-1.3774,-4.6678,1.2976,2.1054,3.6380,4.3865
407,2.0300,-1.2226,-4.6887,1.2304,2.0745,3.6615,4.4301
408,2.0350,-1.1169,-4.7516,1.1694,2.0014,3.6995,4.3519
409,2.0400,-1.0457,-4.7556,1.1172,1.9075,3.7179,4.4166
410,2.0450,-0.9275,-4.8275,1.0227,1.8490,3.7146,4.3961
411,2.0500,-0.8235,-4.8569,0.9605,1.7802,3.7559,4.4533
412,2.0550,-0.7002,-4.8529,0.8617,1.7171,3.7512,4.4143
413,2.0600,-0.5810,-4.9125,0.8416,1.6382,3.7663,4.4860
414,2.0650,-0.4760,-4.9149,0.7453,1.5745,3.7740,4.4353
415,2.0700,-0.3431,-4.9459,0.6799,1.5060,3.7918,4.4887
416,2.0750,-0.2344,-4.9831,0.5852,1.4141,3.7888,4.4175
417,2.0800,-0.1199,-5.0190,0.5261,1.3328,3.8046,4.4939
418,2.0850,-0.0278,-5.0530,0.4407,1.2367,3.8274,4.4269
419,2.0900,0.1047,-5.0687,0.3669,1.1814,3.8358,4.4869
420,2.0950,0.2097,-5.1025,0.2818,1.1025,3.8610,4.4512
421,2.1000,0.3526,-5.0988,0.1845,1.0379,3.8620,4.5004
422,2.1050,0.4468,-5.1583,0.1067,0.9339,3.8771,4.4641
423,2.1100,0.5762,-5.1295,0.0144,0.8371,3.8771,4.5145
424,2.1150,0.6927,-5.1555,-0.1098,0.7312,3.9090,4.4743
425,2.1200,0.7900,-5.1764,-0.2058,0.6341,3.9336,4.4960
426,2.1250,0.9339,-5.2105,-0.3131,0.5691,3.9016,4.4699
427,2.1300,1.0396,-5.1948,-0.4175,0.4980,3.9265,4.4737
428,2.1350,1.1362,-5.2182,-0.5082,0.3804,3.9174,4.4796
429,2.1400,1.2486,-5.2262,-0.5999,0.3096,3.9281,4.4860
430,2.1450,1.3526,-5.2400,-0.7021,0.1692,3.9574,4.4784
431,2.1500,1.4773,-5.2249,-0.8016,0.0766,3.9449,4.4875
432,2.1550,1.5647,-5.2437,-0.9176,-0.0315,3.9510,4.4717
433,2.1600,1.6890,-5.2479,-1.0371,-0.1420,3.9691,4.4702
434,2.1650,1.7842,-5.2080,-1.1322,-0.2430,3.9594,4.4723
435,2.1700,1.8750,-5.2302,-1.2288,-0.3301,3.9805,4.4916
436,2.1750,1.9892,-5.2203,-1.3411,-0.4428,3.9846,4.4799
437,2.1800,2.0247,-5.2163,-1.4500,-0.5454,3.9668,4.4902
438,2.1850,2.0999,-5.1986,-1.5529,-0.6292,3.9846,4.4902
439,2.1900,2.1473,-5.1783,-1.6520,-0.7192,3.9805,4.4875
440,2.1950,2.2439,-5.1847,-1.7649,-0.8189,3.9940,4.4606
441,2.2000,2.2984,-5.1918,-1.8757,-0.9170,4.0000,4.4725
442,2.2050,2.4177,-5.1685,-1.9861,-1.0210,3.9903,4.4793
443,2.2100,2.4746,-5.1522,-2.0877,-1.0853,4.0188,4.4872
444,2.2150,2.5410,-5.1338,-2.2210,-1.1999,4.0165,4.4848
445,2.2200,2.5999,-5.0890,-2.3063,-1.2984,4.0027,4.4773
446,2.2250,2.6528,-5.0617,-2.4014,-1.3939,4.0041,4.4893
447,2.2300,2.7188,-5.0052,-2.5078,-1.4721,4.0145,4.4764
448,2.2350,2.7659,-5.0079,-2.6050,-1.5615,4.0064,4.4954
449,2.2400,2.8073,-4.9616,-2.7023,-1.6027,4.0192,4.4503
450,2.2450,2.8662,-4.9257,-2.7965,-1.7060,4.0064,4.4890
451,2.2500,2.9184,-4.8864,-2.8850,-1.7684,4.0151,4.4506
452,2.2550,2.9465,-4.8526,-2.9791,-1.8817,4.0108,4.4401
453,2.2600,3.0312,-4.8406,-3.0633,-1.9889,4.0031,4.4105
454,2.2650,3.0633,-4.7679,-3.1093,-2.0292,4.0138,4.4491
455,2.2700,3.1118,-4.7261,-3.1731,-2.0916,4.0303,4.4166
456,2.2750,3.1264,-4.6761,-3.2816,-2.1845,4.0061,4.4550
457,2.2800,3.1416,-4.6295,-3.3442,-2.2650,3.9742,4.3800
458,2.2850,3.1613,-4.6089,-3.4124,-2.3290,4.0031,4.4216
459,2.2900,3.2063,-4.5190,-3.4568,-2.3505,4.0208,4.3859
460,2.2950,3.2127,-4.4831,-3.5340,-2.4554,4.0000,4.4140
461,2.3000,3.2239,-4.4339,-3.6029,-2.5054,4.0057,4.3565
462,2.3050,3.2293,-4.4008,-3.7011,-2.5622,4.0024,4.3668
463,2.3100,3.2341,-4.3292,-3.7661,-2.6236,4.0353,4.3448
464,2.3150,3.2822,-4.2820,-3.8547,-2.7022,4.0007,4.3636
465,2.3200,3.2829,-4.2111,-3.9203,-2.7565,4.0188,4.2875
466,2.3250,3.3188,-4.1694,-3.9904,-2.8136,4.0000,4.3422
467,2.3300,3.3231,-4.0855,-4.0502,-2.9010,4.0222,4.2968
468,2.3350,3.3279,-4.0383,-4.1481,-2.9526,3.9960,4.3402
469,2.3400,3.3527,-3.9790,-4.2000,-2.9835,4.0101,4.2696
470,2.3450,3.3926,-3.8839,-4.2566,-3.0761,3.9933,4.3012
471,2.3500,3.4150,-3.7792,-4.3217,-3.1095,4.0031,4.2719
472,2.3550,3.4268,-3.7341,-4.4177,-3.1712,4.0037,4.2663
473,2.3600,3.4038,-3.6681,-4.4871,-3.2371,4.0178,4.2212
474,2.3650,3.4164,-3.5788,-4.5109,-3.2739,3.9967,4.2403
475,2.3700,3.4228,-3.5284,-4.5707,-3.3031,3.9950,4.2218
476,2.3750,3.4228,-3.4575,-4.6204,-3.3606,3.9933,4.2268
477,2.3800,3.4404,-3.3596,-4.6883,-3.4408,4.0041,4.1530
478,2.3850,3.4621,-3.2816,-4.7205,-3.4911,3.9933,4.1711
479,2.3900,3.4871,-3.1993,-4.7637,-3.5028,4.0031,4.1334
480,2.3950,3.4611,-3.1389,-4.8119,-3.5451,3.9765,4.0915
481,2.4000,3.4401,-3.0711,-4.8757,-3.6003,3.9594,4.0715
482,2.4050,3.4726,-2.9348,-4.8897,-3.6256,3.9550,4.0701
483,2.4100,3.4929,-2.8378,-4.9417,-3.6562,3.9641,4.0792
484,2.4150,3.4953,-2.7261,-4.9789,-3.7104,3.9460,4.0253
485,2.4200,3.4641,-2.6275,-5.0580,-3.7584,3.9752,4.0109
486,2.4250,3.5081,-2.5286,-5.0699,-3.7640,3.9816,3.9834
487,2.4300,3.5115,-2.4071,-5.0846,-3.7948,3.9846,3.9269
488,2.4350,3.4959,-2.2904,-5.1190,-3.8143,3.9627,3.9448
489,2.4400,3.4895,-2.2100,-5.1550,-3.8358,3.9514,3.8853
490,2.4450,3.4817,-2.1032,-5.1866,-3.8741,3.9403,3.8431
491,2.4500,3.5061,-1.9337,-5.1972,-3.8695,3.9554,3.8047
492,2.4550,3.5200,-1.8420,-5.2319,-3.9072,3.9248,3.7614
493,2.4600,3.5180,-1.7075,-5.2332,-3.9377,3.9228,3.7113
494,2.4650,3.5115,-1.5638,-5.2670,-3.9248,3.9043,3.6422
495,2.4700,3.5135,-1.4407,-5.2895,-3.9494,3.9309,3.6217
496,2.4750,3.5132,-1.3186,-5.3136,-3.9650,3.9137,3.5513
497,2.4800,3.5142,-1.2191,-5.3796,-3.9916,3.8862,3.4734
498,2.4850,3.5095,-1.0686,-5.3793,-3.9994,3.8674,3.4360
499,2.4900,3.5234,-0.8802,-5.3377,-4.0001,3.8644,3.3027
500,2.4950,3.5193,-0.7405,-5.3493,-4.0186,3.8674,3.2581
501,2.5000,3.5159,-0.5975,-5.3668,-4.0241,3.8459,3.1023
502,2.5050,3.5268,-0.4562,-5.3787,-4.0599,3.8294,3.0751
503,2.5100,3.5074,-0.2997,-5.3637,-4.0397,3.8230,2.9430
504,2.5150,3.5308,-0.2180,-5.3840,-4.0530,3.8069,2.8537
505,2.5200,3.5366,-0.0310,-5.3859,-4.0670,3.7824,2.7242
506,2.5250,3.5224,0.0942,-5.3812,-4.0605,3.7744,2.6304
507,2.5300,3.5132,0.2228,-5.3956,-4.0615,3.7532,2.4916
508,2.5350,3.5379,0.4212,-5.3802,-4.0537,3.7146,2.3803
509,2.5400,3.5322,0.6001,-5.3737,-4.0336,3.7334,2.2248
510,2.5450,3.5498,0.7979,-5.3508,-4.0358,3.7099,2.1296
511,2.5500,3.5383,1.1042,-5.3402,-4.0267,3.6904,1.9805
512,2.5550,3.5278,1.2701,-5.3299,-4.0206,3.6488,1.8572
513,2.5600,3.5369,1.4653,-5.3117,-4.0033,3.6253,1.6999
514,2.5650,3.5589,1.6928,-5.2883,-3.9709,3.5944,1.5693
515,2.5700,3.5505,1.8610,-5.2604,-3.9546,3.5950,1.4624
516,2.5750,3.5556,2.0044,-5.2501,-3.9546,3.5870,1.2817
517,2.5800,3.5447,2.2154,-5.2244,-3.9589,3.5789,1.1472
518,2.5850,3.5207,2.3636,-5.1769,-3.9277,3.5400,1.0142
519,2.5900,3.5396,2.5767,-5.1319,-3.8442,3.5380,0.8549
520,2.5950,3.5674,2.7223,-5.0877,-3.8647,3.5020,0.7137
521,2.6000,3.5420,2.8702,-5.0618,-3.8335,3.4678,0.5655
522,2.6050,3.5461,2.9691,-5.0271,-3.8176,3.4301,0.4472
523,2.6100,3.5501,3.0422,-4.9736,-3.7669,3.4130,0.3506
524,2.6150,3.5346,3.1112,-4.9307,-3.7413,3.3680,0.2038
525,2.6200,3.5224,3.2454,-4.8785,-3.7198,3.3187,0.0509
526,2.6250,3.5413,3.3485,-4.8341,-3.6315,3.2642,-0.0855
527,2.6300,3.5454,3.4941,-4.8093,-3.5685,3.2162,-0.1778
528,2.6350,3.5088,3.5546,-4.7168,-3.5652,3.1497,-0.3289
529,2.6400,3.5078,3.6436,-4.6551,-3.5041,3.0933,-0.4646
530,2.6450,3.5241,3.7431,-4.5804,-3.4899,3.0201,-0.5931
531,2.6500,3.5027,3.8382,-4.5294,-3.4447,2.9939,-0.7346
532,2.6550,3.5132,3.9264,-4.4731,-3.3694,2.8851,-0.8427
533,2.6600,3.4746,4.0615,-4.4199,-3.3054,2.8142,-1.0020
534,2.6650,3.4770,4.1766,-4.3492,-3.2346,2.7387,-1.0945
535,2.6700,3.5014,4.3357,-4.2691,-3.1793,2.6655,-1.2187
536,2.6750,3.4644,4.4195,-4.2088,-3.1569,2.5610,-1.3432
537,2.6800,3.4797,4.5168,-4.1290,-3.1043,2.4788,-1.4594
538,2.6850,3.4892,4.6096,-4.0436,-3.0267,2.3981,-1.5666
539,2.6900,3.4922,4.7618,-3.9729,-2.9604,2.3095,-1.6814
540,2.6950,3.4807,4.8592,-3.8812,-2.9010,2.2078,-1.7734
541,2.7000,3.4407,4.9611,-3.8030,-2.8744,2.1245,-1.8671
542,2.7050,3.4675,5.0738,-3.7008,-2.7805,2.0180,-1.9339
543,2.7100,3.4481,5.2476,-3.6864,-2.7198,1.8974,-2.0633
544,2.7150,3.4478,5.3213,-3.5841,-2.6502,1.8054,-2.1439
545,2.7200,3.4384,5.4260,-3.5115,-2.5807,1.6922,-2.2698
546,2.7250,3.4228,5.5022,-3.4390,-2.5090,1.5814,-2.3483
547,2.7300,3.4465,5.5885,-3.3526,-2.4307,1.4928,-2.4736
548,2.7350,3.4113,5.6892,-3.2707,-2.4011,1.3611,-2.5316
549,2.7400,3.4197,5.7288,-3.2266,-2.3544,1.2701,-2.6675
550,2.7450,3.4187,5.8203,-3.1312,-2.2546,1.1465,-2.7103
551,2.7500,3.4306,5.8728,-3.0733,-2.1699,1.0653,-2.8772
552,2.7550,3.4224,5.9489,-2.9660,-2.0656,0.9474,-2.8869
553,2.7600,3.4075,6.0186,-2.8747,-1.9818,0.8094,-3.0383
554,2.7650,3.3950,6.0616,-2.7730,-1.8801,0.7147,-3.0670
555,2.7700,3.3753,6.1430,-2.6698,-1.8090,0.5988,-3.2099
556,2.7750,3.3553,6.1807,-2.5776,-1.7346,0.4765,-3.2181
557,2.7800,3.3364,6.2140,-2.4668,-1.6352,0.3389,-3.3751
558,2.7850,3.3276,6.2956,-2.3773,-1.5300,0.2358,-3.3716
559,2.7900,3.3164,6.4022,-2.2566,-1.4374,0.1155,-3.4984
560,2.7950,3.3198,6.4455,-2.1325,-1.3354,-0.0188,-3.5118
561,2.8000,3.2927,6.4912,-2.0324,-1.2415,-0.1444,-3.6202
562,2.8050,3.2950,6.5087,-1.9398,-1.1256,-0.2562,-3.6542
563,2.8100,3.2893,6.5535,-1.7703,-1.0450,-0.3264,-3.7373
564,2.8150,3.2832,6.5928,-1.6633,-0.9869,-0.4715,-3.7707
565,2.8200,3.2663,6.6324,-1.5604,-0.8839,-0.5628,-3.8887
566,2.8250,3.2463,6.6822,-1.4772,-0.8056,-0.6864,-3.9242
567,2.8300,3.1948,6.7286,-1.3274,-0.6971,-0.8147,-4.0100
568,2.8350,3.1463,6.7526,-1.2010,-0.6143,-0.9235,-4.0387
569,2.8400,3.1111,6.8176,-1.1012,-0.5074,-1.0263,-4.1453
570,2.8450,3.0393,6.8326,-0.9833,-0.4184,-1.1129,-4.1678
571,2.8500,3.0247,6.8594,-0.8776,-0.3067,-1.2291,-4.2727
572,2.8550,2.9926,6.8711,-0.7469,-0.2027,-1.3309,-4.2955
573,2.8600,2.9383,6.8729,-0.6674,-0.1007,-1.4246,-4.3992
574,2.8650,2.8930,6.8821,-0.5727,-0.0094,-1.5240,-4.4255
575,2.8700,2.8560,6.9358,-0.4529,0.0877,-1.6251,-4.4615
576,2.8750,2.8005,6.9491,-0.3606,0.2017,-1.7319,-4.5160
577,2.8800,2.7314,6.9942,-0.2524,0.3297,-1.8303,-4.5839
578,2.8850,2.6867,7.0040,-0.1361,0.4421,-1.9246,-4.6047
579,2.8900,2.6535,7.0292,-0.0356,0.5454,-2.0066,-4.6659
580,2.8950,2.5711,7.0344,0.0619,0.6091,-2.1040,-4.6671
581,2.9000,2.5139,7.0544,0.1539,0.6851,-2.1967,-4.7602
582,2.9050,2.4803,7.0427,0.2568,0.7679,-2.2830,-4.7535
583,2.9100,2.3862,7.0688,0.3615,0.9027,-2.3414,-4.8179
584,2.9150,2.2998,7.0185,0.4376,0.9570,-2.4388,-4.8651
585,2.9200,2.2080,7.0519,0.5217,0.9985,-2.5214,-4.9037
586,2.9250,2.1440,7.0734,0.6014,1.0703,-2.6121,-4.9146
587,2.9300,2.0596,7.0663,0.6884,1.1925,-2.6796,-4.9966
588,2.9350,1.9641,7.0832,0.7706,1.2630,-2.7505,-4.9450
589,2.9400,1.8394,7.0964,0.8501,1.3377,-2.8230,-5.0434
590,2.9450,1.7348,7.0534,0.9239,1.4212,-2.9204,-5.0086
591,2.9500,1.6175,7.0796,0.9702,1.5083,-2.9674,-5.0665
592,2.9550,1.4939,7.0888,1.0671,1.5836,-3.0413,-5.0285
593,2.9600,1.3814,7.0783,1.1303,1.6639,-3.1279,-5.1017
594,2.9650,1.2927,7.0774,1.1941,1.7360,-3.1833,-5.0856
595,2.9700,1.1626,7.0955,1.2785,1.8113,-3.2499,-5.1058
596,2.9750,1.0461,7.0949,1.3342,1.8851,-3.3382,-5.0686
597,2.9800,0.9272,7.0740,1.4121,1.9705,-3.3906,-5.1585
598,2.9850,0.8313,7.0617,1.4997,2.0339,-3.4470,-5.1058
599,2.9900,0.6809,7.0516,1.5431,2.0989,-3.5128,-5.1527
600,2.9950,0.5322,7.0839,1.6075,2.1778,-3.5787,-5.1032
601,3.0000,0.3713,7.0716,1.6726,2.2018,-3.6388,-5.1934
602,3.0050,0.2551,7.0651,1.7564,2.2616,-3.6945,-5.1175
603,3.0100,0.1423,7.0562,1.8211,2.3181,-3.7298,-5.1438
604,3.0150,0.0271,7.0225,1.8709,2.3253,-3.7952,-5.0888
605,3.0200,-0.1037,6.9856,1.9306,2.3584,-3.8564,-5.1685
606,3.0250,-0.2303,6.9488,1.9906,2.4101,-3.8863,-5.0724
607,3.0300,-0.3662,6.9251,2.0441,2.4728,-3.9178,-5.1096
608,3.0350,-0.5108,6.9217,2.0767,2.5069,-3.9588,-5.0803
609,3.0400,-0.6142,6.9576,2.1414,2.5261,-4.0011,-5.0868
610,3.0450,-0.7036,6.9211,2.1786,2.5553,-4.0481,-5.0015
611,3.0500,-0.8195,6.9266,2.1761,2.5640,-4.0773,-5.0329
612,3.0550,-0.9702,6.8892,2.2655,2.6043,-4.1469,-4.9837
613,3.0600,-1.0969,6.8471,2.3203,2.6034,-4.1942,-5.0001
614,3.0650,-1.2199,6.7826,2.3434,2.6563,-4.2359,-4.9301
615,3.0700,-1.3049,6.7620,2.4078,2.6927,-4.2648,-4.9295
616,3.0750,-1.4400,6.7283,2.4447,2.6921,-4.3181,-4.8475
617,3.0800,-1.5739,6.6693,2.4726,2.7395,-4.3716,-4.8545
618,3.0850,-1.6972,6.6328,2.4719,2.7649,-4.3867,-4.7866
619,3.0900,-1.8198,6.6156,2.5414,2.7882,-4.3917,-4.7520
620,3.0950,-1.9661,6.5578,2.5398,2.8250,-4.4441,-4.6824
621,3.1000,-2.0749,6.5330,2.6011,2.8158,-4.4535,-4.6747
622,3.1050,-2.1897,6.4845,2.6393,2.8415,-4.5045,-4.6021
623,3.1100,-2.3089,6.4752,2.6827,2.8711,-4.5250,-4.5992
624,3.1150,-2.4214,6.4163,2.6852,2.8642,-4.5657,-4.5219
625,3.1200,-2.5010,6.3331,2.7184,2.8740,-4.5838,-4.5072
626,3.1250,-2.6240,6.2999,2.7472,2.8974,-4.5969,-4.4326
627,3.1300,-2.7080,6.2662,2.7788,2.9071,-4.6177,-4.4041
628,3.1350,-2.8343,6.1912,2.7919,2.9071,-4.6362,-4.3002
629,3.1400,-2.9820,6.1470,2.8172,2.9032,-4.6718,-4.2893
630,3.1450,-3.0891,6.0512,2.8532,2.9335,-4.6819,-4.2223
631,3.1500,-3.2205,5.9870,2.8901,2.9328,-4.6812,-4.1702
632,3.1550,-3.3536,5.9480,2.9054,2.9312,-4.6903,-4.1075
633,3.1600,-3.4495,5.8958,2.9220,2.9461,-4.7124,-4.0656
634,3.1650,-3.5772,5.8098,2.9398,2.9802,-4.7332,-3.9898
635,3.1700,-3.6592,5.7527,2.9658,2.9883,-4.7222,-3.9368
636,3.1750,-3.7822,5.6802,2.9933,2.9776,-4.7188,-3.8758
637,3.1800,-3.9231,5.6366,2.9964,2.9780,-4.7343,-3.8231
638,3.1850,-3.9864,5.5172,3.0180,3.0127,-4.7181,-3.7382
639,3.1900,-4.0633,5.4530,3.0270,3.0332,-4.7108,-3.6495
640,3.1950,-4.1816,5.3661,3.0299,3.0111,-4.7175,-3.6219
641,3.2000,-4.2449,5.2709,3.0593,2.9997,-4.7144,-3.5564
642,3.2050,-4.3225,5.1736,3.0590,3.0364,-4.6970,-3.5127
643,3.2100,-4.3882,5.0981,3.0736,3.0475,-4.6788,-3.4155
644,3.2150,-4.4827,5.0063,3.0749,3.0501,-4.6587,-3.3862
645,3.2200,-4.5894,4.9489,3.0808,3.0234,-4.6365,-3.3121
646,3.2250,-4.6639,4.8706,3.1012,3.0767,-4.6268,-3.2474
647,3.2300,-4.7137,4.8076,3.1093,3.0874,-4.5922,-3.1669
648,3.2350,-4.7970,4.6906,3.1240,3.0595,-4.5583,-3.1077
649,3.2400,-4.8553,4.5582,3.1055,3.0810,-4.5620,-3.0295
650,3.2450,-4.9211,4.4576,3.1471,3.0592,-4.5096,-2.9630
651,3.2500,-4.9827,4.3612,3.1528,3.0793,-4.4992,-2.8453
652,3.2550,-5.0193,4.2660,3.1618,3.0796,-4.4827,-2.8283
653,3.2600,-5.0667,4.1601,3.1224,3.0910,-4.4441,-2.7088
654,3.2650,-5.1266,4.0606,3.1681,3.0936,-4.4062,-2.6376
655,3.2700,-5.1676,3.9571,3.1925,3.1014,-4.3578,-2.5360
656,3.2750,-5.2008,3.8600,3.1800,3.1144,-4.3014,-2.4780
657,3.2800,-5.2449,3.7704,3.1731,3.1186,-4.2533,-2.3372
658,3.2850,-5.2940,3.6596,3.1959,3.1011,-4.2120,-2.3199
659,3.2900,-5.3058,3.5527,3.2072,3.1177,-4.1697,-2.1820
660,3.2950,-5.3455,3.4471,3.2000,3.1118,-4.1126,-2.1433
661,3.3000,-5.3675,3.3516,3.2025,3.0972,-4.0777,-2.0171
662,3.3050,-5.4078,3.2399,3.2094,3.1219,-4.0206,-1.9887
663,3.3100,-5.4624,3.1554,3.2203,3.1287,-3.9827,-1.8686
664,3.3150,-5.4881,3.0209,3.2178,3.1241,-3.9306,-1.8490
665,3.3200,-5.4986,2.8797,3.2284,3.1037,-3.8954,-1.7377
666,3.3250,-5.5440,2.8076,3.2388,3.1196,-3.8540,-1.6545
667,3.3300,-5.5325,2.6842,3.2547,3.1346,-3.8171,-1.5201
668,3.3350,-5.5521,2.5896,3.2522,3.1284,-3.7754,-1.4691
669,3.3400,-5.5819,2.4769,3.2544,3.1440,-3.7291,-1.3517
670,3.3450,-5.5887,2.3498,3.2491,3.1693,-3.6539,-1.2711
