开始时间：,,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134
结束时间：,,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129
采样频率：,,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,,30000,30000,30000,30000,30000,30000
序列号:,,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,,1,9084,9085,9088,9101,9105
序号：,相对时间,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
19315,96.5700,1.1484,-5.1409,0.3087,1.3202,4.5880,4.6755
19316,96.5750,1.1829,-5.2053,0.2177,1.2029,4.6206,4.7172
19317,96.5800,1.3140,-5.2031,0.1332,1.1272,4.6431,4.6969
19318,96.5850,1.3784,-5.2115,0.0547,1.0648,4.6525,4.7330
19319,96.5900,1.4746,-5.2633,-0.0375,0.9787,4.6787,4.7046
19320,96.5950,1.5413,-5.2882,-0.1195,0.9099,4.6985,4.7262
19321,96.6000,1.6216,-5.2685,-0.2152,0.7975,4.7214,4.7333
19322,96.6050,1.6805,-5.3179,-0.3337,0.7250,4.7613,4.7538
19323,96.6100,1.7693,-5.3456,-0.3894,0.6597,4.7378,4.7207
19324,96.6150,1.8330,-5.3481,-0.4820,0.5454,4.7543,4.7221
19325,96.6200,1.9167,-5.3855,-0.5767,0.4801,4.7858,4.7268
19326,96.6250,1.9756,-5.3931,-0.6684,0.3953,4.8144,4.7863
19327,96.6300,2.0420,-5.3836,-0.7638,0.3031,4.8506,4.7435
19328,96.6350,2.0992,-5.4082,-0.8419,0.1829,4.8389,4.7673
19329,96.6400,2.1704,-5.4315,-0.9226,0.1387,4.8486,4.7461
19330,96.6450,2.2219,-5.4392,-1.0118,0.0247,4.8701,4.7810
19331,96.6500,2.2774,-5.4263,-1.1128,-0.0686,4.8610,4.7459
19332,96.6550,2.3282,-5.4349,-1.2145,-0.1384,4.8839,4.7798
19333,96.6600,2.3841,-5.4428,-1.2883,-0.2310,4.8879,4.7441
19334,96.6650,2.4468,-5.4072,-1.3883,-0.3304,4.9064,4.7830
19335,96.6700,2.4925,-5.3959,-1.5335,-0.4197,4.9141,4.7479
19336,96.6750,2.5207,-5.4165,-1.5601,-0.5146,4.9047,4.7470
19337,96.6800,2.5840,-5.3889,-1.6946,-0.6000,4.9117,4.7509
19338,96.6850,2.6453,-5.3812,-1.7365,-0.6708,4.9346,4.7766
19339,96.6900,2.6938,-5.3760,-1.8097,-0.7767,4.9433,4.7368
19340,96.6950,2.7185,-5.3502,-1.9025,-0.8748,4.9433,4.7626
19341,96.7000,2.7696,-5.3262,-1.9876,-0.9268,4.9564,4.7330
19342,96.7050,2.8005,-5.2931,-2.0696,-0.9924,4.9605,4.7602
19343,96.7100,2.8303,-5.2977,-2.1571,-1.0794,4.9675,4.7476
19344,96.7150,2.8614,-5.2645,-2.2181,-1.1564,4.9538,4.7532
19345,96.7200,2.8828,-5.2562,-2.2992,-1.2353,4.9867,4.7040
19346,96.7250,2.9214,-5.1995,-2.3942,-1.3172,4.9981,4.7620
19347,96.7300,2.9722,-5.1715,-2.4587,-1.4205,4.9870,4.7268
19348,96.7350,3.0197,-5.1451,-2.5381,-1.4640,4.9951,4.7804
19349,96.7400,3.0227,-5.1022,-2.6010,-1.5391,5.0095,4.7573
19350,96.7450,3.0823,-5.0313,-2.6576,-1.5901,4.9940,4.7622
19351,96.7500,3.1064,-5.0101,-2.7214,-1.6722,5.0112,4.7060
19352,96.7550,3.1436,-4.9321,-2.7971,-1.7508,5.0246,4.7432
19353,96.7600,3.1277,-4.9042,-2.8734,-1.8282,5.0091,4.7005
19354,96.7650,3.1484,-4.8618,-2.9394,-1.8785,5.0250,4.7195
19355,96.7700,3.1833,-4.8134,-3.0129,-1.9629,5.0273,4.6914
19356,96.7750,3.2012,-4.7443,-3.0717,-2.0162,5.0206,4.7060
19357,96.7800,3.2459,-4.7056,-3.0961,-2.0705,5.0128,4.6729
19358,96.7850,3.2527,-4.6120,-3.1334,-2.1150,5.0202,4.6835
19359,96.7900,3.2717,-4.5616,-3.1906,-2.1507,5.0259,4.6809
19360,96.7950,3.2659,-4.5057,-3.2409,-2.2095,5.0152,4.6858
19361,96.8000,3.3208,-4.4017,-3.2710,-2.3008,5.0394,4.6732
19362,96.8050,3.3262,-4.3468,-3.3185,-2.3303,5.0270,4.6773
19363,96.8100,3.3306,-4.3106,-3.3564,-2.3803,5.0270,4.6301
19364,96.8150,3.3499,-4.1988,-3.4593,-2.4589,5.0138,4.6436
19365,96.8200,3.3682,-4.1552,-3.4668,-2.4758,5.0367,4.5964
19366,96.8250,3.3764,-4.0739,-3.5021,-2.5310,5.0223,4.6114
19367,96.8300,3.3577,-3.9769,-3.5806,-2.5859,5.0121,4.6217
19368,96.8350,3.3496,-3.9060,-3.5879,-2.6197,5.0112,4.5865
19369,96.8400,3.4082,-3.8262,-3.6241,-2.6259,5.0236,4.6149
19370,96.8450,3.4262,-3.7396,-3.6510,-2.6697,5.0159,4.5800
19371,96.8500,3.4184,-3.6788,-3.7023,-2.7305,5.0121,4.5719
19372,96.8550,3.4356,-3.6086,-3.7521,-2.7412,4.9923,4.5505
19373,96.8600,3.4285,-3.4974,-3.7633,-2.8101,4.9860,4.5610
19374,96.8650,3.4526,-3.3679,-3.8071,-2.7866,5.0041,4.5233
19375,96.8700,3.4627,-3.3215,-3.8281,-2.8386,4.9749,4.5288
19376,96.8750,3.4593,-3.2043,-3.8862,-2.8763,4.9877,4.4934
19377,96.8800,3.4702,-3.1033,-3.9132,-2.9033,4.9813,4.5461
19378,96.8850,3.4895,-3.0078,-3.9435,-2.9370,4.9766,4.4816
19379,96.8900,3.4600,-2.9323,-3.9673,-2.9734,4.9581,4.5022
19380,96.8950,3.4712,-2.8270,-3.9967,-3.0001,4.9356,4.4286
19381,96.9000,3.4719,-2.7291,-4.0070,-3.0329,4.9239,4.4459
19382,96.9050,3.4895,-2.6029,-4.0658,-3.0397,4.9326,4.4055
19383,96.9100,3.4716,-2.5001,-4.1271,-3.0751,4.9282,4.3964
19384,96.9150,3.5112,-2.3776,-4.0893,-3.0706,4.9313,4.3706
19385,96.9200,3.4881,-2.2766,-4.1615,-3.0978,4.9030,4.3815
19386,96.9250,3.5105,-2.1404,-4.1756,-3.1141,4.8805,4.3396
19387,96.9300,3.4939,-2.0243,-4.2022,-3.1407,4.8742,4.3041
19388,96.9350,3.5031,-1.9294,-4.2241,-3.1482,4.8849,4.2725
19389,96.9400,3.4871,-1.8134,-4.2088,-3.1355,4.8483,4.2658
19390,96.9450,3.5098,-1.6995,-4.2169,-3.1712,4.8503,4.2336
19391,96.9500,3.5108,-1.5647,-4.2266,-3.1732,4.8369,4.2163
19392,96.9550,3.4936,-1.4373,-4.2694,-3.1748,4.8130,4.2095
19393,96.9600,3.5288,-1.3603,-4.3007,-3.2040,4.7996,4.1389
19394,96.9650,3.5027,-1.2360,-4.2604,-3.1914,4.7882,4.1301
19395,96.9700,3.5000,-1.1319,-4.2554,-3.1813,4.7643,4.0636
19396,96.9750,3.5305,-1.0045,-4.2719,-3.2135,4.7606,4.0537
19397,96.9800,3.5420,-0.8860,-4.2710,-3.2141,4.7529,3.9813
19398,96.9850,3.5254,-0.7184,-4.2747,-3.2190,4.7334,3.9304
19399,96.9900,3.5474,-0.6091,-4.2770,-3.2222,4.7207,3.8211
19400,96.9950,3.5400,-0.4657,-4.2716,-3.2170,4.7063,3.8012
19401,97.0000,3.5413,-0.3027,-4.2638,-3.2196,4.6932,3.7183
19402,97.0050,3.5447,-0.1762,-4.2575,-3.2307,4.6935,3.6518
19403,97.0100,3.5369,-0.1136,-4.2647,-3.2469,4.6646,3.6108
19404,97.0150,3.5461,0.0380,-4.2594,-3.2313,4.6488,3.4755
19405,97.0200,3.5166,0.1623,-4.2335,-3.1868,4.6384,3.4720
19406,97.0250,3.5634,0.3306,-4.2150,-3.1790,4.6126,3.3401
19407,97.0300,3.5471,0.4568,-4.2003,-3.1706,4.5504,3.2681
19408,97.0350,3.5579,0.6367,-4.1872,-3.1485,4.5377,3.2057
19409,97.0400,3.5274,0.7693,-4.1559,-3.1397,4.5289,3.0616
19410,97.0450,3.5688,0.9523,-4.1668,-3.1339,4.5061,3.0352
19411,97.0500,3.5650,1.1183,-4.0902,-3.1124,4.4849,2.8454
19412,97.0550,3.5491,1.2329,-4.0736,-3.0650,4.4359,2.7951
19413,97.0600,3.5664,1.4094,-4.0467,-3.0566,4.4084,2.6316
19414,97.0650,3.5356,1.5255,-4.0230,-3.0199,4.3708,2.5074
19415,97.0700,3.5369,1.6949,-3.9792,-3.0147,4.3604,2.3836
19416,97.0750,3.5115,1.7837,-3.9491,-2.9919,4.2868,2.2225
19417,97.0800,3.4861,1.9347,-3.9069,-2.9656,4.2650,2.1348
19418,97.0850,3.5054,2.0532,-3.8615,-2.9358,4.2385,1.9776
19419,97.0900,3.5007,2.1399,-3.8224,-2.9120,4.1995,1.8619
19420,97.0950,3.4966,2.2985,-3.7392,-2.8903,4.1521,1.7383
19421,97.1000,3.5105,2.4103,-3.6870,-2.8166,4.1129,1.5848
19422,97.1050,3.5237,2.5288,-3.6072,-2.7600,4.0601,1.4797
19423,97.1100,3.4902,2.6200,-3.5610,-2.7600,3.9963,1.2948
19424,97.1150,3.4871,2.7265,-3.4928,-2.6967,3.9362,1.1876
19425,97.1200,3.5000,2.8069,-3.4352,-2.6496,3.8835,0.9952
19426,97.1250,3.4746,2.9384,-3.3598,-2.6087,3.8046,0.8772
19427,97.1300,3.4631,3.0133,-3.3007,-2.5401,3.7317,0.7351
19428,97.1350,3.4827,3.1079,-3.2322,-2.5099,3.6494,0.5849
19429,97.1400,3.4698,3.1825,-3.1847,-2.4330,3.5598,0.4457
19430,97.1450,3.4607,3.3050,-3.1105,-2.3777,3.4637,0.2958
19431,97.1500,3.4658,3.4032,-3.0383,-2.3384,3.3687,0.1918
19432,97.1550,3.4726,3.4720,-2.9594,-2.3030,3.2717,0.0245
19433,97.1600,3.4448,3.5463,-2.8650,-2.2225,3.1598,-0.0694
19434,97.1650,3.4685,3.5878,-2.7793,-2.1637,3.0597,-0.2174
19435,97.1700,3.4336,3.6621,-2.7076,-2.1273,2.9409,-0.3981
19436,97.1750,3.4556,3.7689,-2.6188,-2.0607,2.8213,-0.4971
19437,97.1800,3.4190,3.8340,-2.5297,-1.9831,2.7239,-0.7003
19438,97.1850,3.4143,3.9377,-2.4424,-1.9194,2.6148,-0.7662
19439,97.1900,3.3625,3.9998,-2.3414,-1.8525,2.4929,-0.9378
19440,97.1950,3.3940,4.0817,-2.2554,-1.7713,2.3841,-1.0486
19441,97.2000,3.3638,4.1656,-2.1687,-1.7057,2.2746,-1.1812
19442,97.2050,3.3652,4.2715,-2.0908,-1.6277,2.1601,-1.2937
19443,97.2100,3.3553,4.3430,-2.0036,-1.5517,2.0748,-1.4176
19444,97.2150,3.3333,4.4164,-1.9022,-1.4702,1.9435,-1.5605
19445,97.2200,3.3340,4.4978,-1.8281,-1.4026,1.8165,-1.6504
19446,97.2250,3.2968,4.5764,-1.7411,-1.3614,1.6876,-1.7799
19447,97.2300,3.2812,4.6249,-1.6248,-1.2695,1.5720,-1.8762
19448,97.2350,3.2260,4.6931,-1.5479,-1.1961,1.4481,-1.9734
19449,97.2400,3.2178,4.7735,-1.4503,-1.1090,1.3239,-2.0792
19450,97.2450,3.1989,4.8665,-1.3665,-1.0486,1.2083,-2.1691
19451,97.2500,3.1867,4.9129,-1.2661,-0.9937,1.1113,-2.3184
19452,97.2550,3.1592,5.0069,-1.1778,-0.9134,0.9864,-2.3644
19453,97.2600,3.1626,5.0919,-1.1203,-0.8199,0.8762,-2.5061
19454,97.2650,3.1145,5.1236,-1.0059,-0.7104,0.7630,-2.5846
19455,97.2700,3.0935,5.1874,-0.8782,-0.6572,0.6290,-2.7176
19456,97.2750,3.0620,5.2620,-0.7966,-0.5951,0.4813,-2.7923
19457,97.2800,3.0318,5.3142,-0.6840,-0.4928,0.3970,-2.9079
19458,97.2850,3.0129,5.4002,-0.6005,-0.4139,0.2908,-3.0254
19459,97.2900,2.9892,5.4386,-0.5201,-0.3375,0.1716,-3.0928
19460,97.2950,2.9404,5.4693,-0.4529,-0.2553,0.0517,-3.2222
19461,97.3000,2.9234,5.5534,-0.3497,-0.1900,-0.0718,-3.2764
19462,97.3050,2.9272,5.5992,-0.2368,-0.0936,-0.2072,-3.3929
19463,97.3100,2.8811,5.6139,-0.1570,0.0061,-0.3089,-3.4184
19464,97.3150,2.8100,5.7067,-0.0735,0.1036,-0.4154,-3.5678
19465,97.3200,2.7568,5.7011,0.0113,0.2215,-0.5279,-3.6231
19466,97.3250,2.7327,5.7678,0.0622,0.3154,-0.6434,-3.7186
19467,97.3300,2.6981,5.8034,0.1145,0.3644,-0.7492,-3.7994
19468,97.3350,2.6518,5.8491,0.1824,0.4375,-0.8631,-3.8776
19469,97.3400,2.5718,5.8826,0.2912,0.5295,-0.9655,-3.9833
19470,97.3450,2.5342,5.9342,0.3788,0.6136,-1.0501,-4.0059
19471,97.3500,2.5078,5.9443,0.4773,0.6708,-1.1529,-4.1224
19472,97.3550,2.4607,5.9815,0.5477,0.7406,-1.2503,-4.1341
19473,97.3600,2.3831,6.0306,0.6117,0.8215,-1.3594,-4.2615
19474,97.3650,2.3618,6.0610,0.6656,0.9115,-1.4269,-4.2774
19475,97.3700,2.3032,6.0936,0.7359,0.9849,-1.5384,-4.3910
19476,97.3750,2.2398,6.1233,0.8066,1.0560,-1.6096,-4.4533
19477,97.3800,2.1934,6.1675,0.8632,1.1421,-1.7090,-4.5225
19478,97.3850,2.1409,6.2001,0.9280,1.2146,-1.7953,-4.6159
19479,97.3900,2.0722,6.2287,0.9680,1.2857,-1.8907,-4.6495
19480,97.3950,2.0359,6.2772,1.0412,1.3520,-1.9777,-4.7415
19481,97.4000,1.9719,6.2600,1.1131,1.4384,-2.0761,-4.7801
19482,97.4050,1.9133,6.2953,1.1315,1.5047,-2.1507,-4.8826
19483,97.4100,1.8533,6.3226,1.2294,1.5758,-2.2242,-4.8958
19484,97.4150,1.8005,6.3951,1.3183,1.6388,-2.3088,-4.9620
19485,97.4200,1.7364,6.3736,1.3699,1.7103,-2.3753,-5.0156
19486,97.4250,1.6528,6.4267,1.4240,1.7665,-2.4482,-5.0695
19487,97.4300,1.6104,6.4510,1.4990,1.8559,-2.5550,-5.1357
19488,97.4350,1.5003,6.4884,1.5047,1.9186,-2.6275,-5.1945
19489,97.4400,1.4329,6.5004,1.6198,1.9767,-2.7098,-5.2566
19490,97.4450,1.3482,6.4829,1.6823,2.0225,-2.7656,-5.2727
19491,97.4500,1.2869,6.5032,1.7292,2.0423,-2.8485,-5.3471
19492,97.4550,1.2293,6.5053,1.7858,2.0800,-2.9295,-5.3816
19493,97.4600,1.1348,6.5124,1.8509,2.1440,-3.0074,-5.4083
19494,97.4650,1.0105,6.5609,1.9037,2.1632,-3.0853,-5.4797
19495,97.4700,0.9427,6.5661,1.9397,2.1996,-3.1612,-5.5204
19496,97.4750,0.8560,6.5968,1.9513,2.2551,-3.2156,-5.5729
19497,97.4800,0.7734,6.6195,2.0485,2.2750,-3.2740,-5.5450
19498,97.4850,0.6849,6.6367,2.0960,2.3165,-3.3173,-5.6185
19499,97.4900,0.5982,6.5999,2.1323,2.3214,-3.4124,-5.6147
19500,97.4950,0.4942,6.6245,2.1802,2.3591,-3.4571,-5.6572
19501,97.5000,0.4207,6.6195,2.2299,2.3766,-3.5289,-5.6733
19502,97.5050,0.3279,6.6386,2.2827,2.3903,-3.5655,-5.7140
19503,97.5100,0.2337,6.6217,2.3140,2.3929,-3.6388,-5.7345
19504,97.5150,0.1358,6.6260,2.3565,2.4185,-3.6777,-5.7565
19505,97.5200,0.0471,6.6174,2.4110,2.4650,-3.7341,-5.7837
19506,97.5250,-0.0498,6.6441,2.4313,2.4650,-3.7721,-5.7767
19507,97.5300,-0.1531,6.5926,2.4679,2.4894,-3.8403,-5.8391
19508,97.5350,-0.2456,6.5781,2.5307,2.5033,-3.8893,-5.8262
19509,97.5400,-0.3530,6.5833,2.5579,2.5167,-3.9310,-5.8645
19510,97.5450,-0.4394,6.5980,2.5967,2.5082,-3.9763,-5.8311
19511,97.5500,-0.5241,6.5757,2.6308,2.5296,-4.0495,-5.8824
19512,97.5550,-0.5830,6.5870,2.6508,2.5543,-4.0773,-5.8648
19513,97.5600,-0.6358,6.5698,2.6874,2.5680,-4.1261,-5.8678
19514,97.5650,-0.7226,6.5581,2.7218,2.5858,-4.1606,-5.8812
19515,97.5700,-0.8306,6.5422,2.7575,2.5982,-4.2026,-5.8537
19516,97.5750,-0.9119,6.5401,2.7788,2.6128,-4.2436,-5.8701
19517,97.5800,-0.9631,6.5459,2.8131,2.6297,-4.2732,-5.8394
19518,97.5850,-1.0518,6.5336,2.8269,2.6355,-4.3131,-5.8713
19519,97.5900,-1.1047,6.5035,2.8491,2.6437,-4.3675,-5.8118
19520,97.5950,-1.1911,6.5041,2.8763,2.6823,-4.4125,-5.8145
19521,97.6000,-1.2730,6.4814,2.8910,2.6823,-4.4290,-5.7638
19522,97.6050,-1.3587,6.4758,2.9273,2.6865,-4.4629,-5.7380
19523,97.6100,-1.4580,6.4455,2.9376,2.6612,-4.4904,-5.7158
19524,97.6150,-1.5417,6.4277,2.9479,2.6823,-4.5301,-5.6883
19525,97.6200,-1.6487,6.4086,2.9639,2.6940,-4.5395,-5.6633
19526,97.6250,-1.6866,6.3972,2.9839,2.7044,-4.5549,-5.6062
19527,97.6300,-1.7578,6.3505,2.9723,2.7012,-4.5929,-5.6127
19528,97.6350,-1.8222,6.3472,3.0480,2.7372,-4.6009,-5.5316
19529,97.6400,-1.8808,6.3187,3.0530,2.7252,-4.6144,-5.5374
19530,97.6450,-1.9404,6.2728,3.0924,2.7200,-4.6376,-5.4634
19531,97.6500,-2.0115,6.2271,3.0949,2.7171,-4.6691,-5.4484
19532,97.6550,-2.0867,6.2191,3.1009,2.7366,-4.6681,-5.3869
19533,97.6600,-2.1633,6.1970,3.1321,2.7505,-4.6738,-5.3562
19534,97.6650,-2.2622,6.1550,3.1609,2.7766,-4.6889,-5.2961
19535,97.6700,-2.3150,6.1141,3.1734,2.7502,-4.7218,-5.2385
19536,97.6750,-2.3716,6.0776,3.1897,2.7476,-4.7218,-5.2171
19537,97.6800,-2.4119,6.0113,3.2041,2.7671,-4.7000,-5.1286
19538,97.6850,-2.5061,5.9919,3.2163,2.7766,-4.6920,-5.1102
19539,97.6900,-2.5816,5.9278,3.2403,2.7642,-4.7138,-5.0226
19540,97.6950,-2.6348,5.9090,3.2488,2.7473,-4.7034,-4.9910
19541,97.7000,-2.7422,5.8464,3.2632,2.7895,-4.6893,-4.9081
19542,97.7050,-2.7910,5.7896,3.2560,2.7717,-4.6876,-4.8191
19543,97.7100,-2.8513,5.7417,3.2660,2.7830,-4.6755,-4.7734
19544,97.7150,-2.8845,5.7036,3.2819,2.7677,-4.6610,-4.6935
19545,97.7200,-2.9783,5.6624,3.2819,2.7677,-4.6443,-4.6686
19546,97.7250,-3.0088,5.6225,3.3060,2.7882,-4.6184,-4.5266
19547,97.7300,-3.0586,5.5479,3.2735,2.7684,-4.6016,-4.5148
19548,97.7350,-3.1189,5.4911,3.2994,2.8048,-4.5761,-4.3772
19549,97.7400,-3.1578,5.4518,3.2510,2.8113,-4.5472,-4.3643
19550,97.7450,-3.1822,5.3898,3.3066,2.8158,-4.5250,-4.2598
19551,97.7500,-3.2408,5.2639,3.2844,2.7947,-4.5072,-4.2176
19552,97.7550,-3.2808,5.2592,3.3151,2.8061,-4.4790,-4.1318
19553,97.7600,-3.3442,5.1942,3.2926,2.8074,-4.4347,-4.0817
19554,97.7650,-3.3597,5.1199,3.3088,2.8223,-4.3914,-4.0056
19555,97.7700,-3.4045,5.0078,3.3195,2.7853,-4.3692,-3.9171
19556,97.7750,-3.4671,4.9482,3.3451,2.8097,-4.3440,-3.8679
19557,97.7800,-3.5010,4.9053,3.3473,2.7999,-4.3091,-3.7637
19558,97.7850,-3.5481,4.8331,3.3511,2.8295,-4.2416,-3.7040
19559,97.7900,-3.5755,4.7407,3.3498,2.8142,-4.2097,-3.6055
19560,97.7950,-3.6087,4.6793,3.3448,2.8220,-4.1603,-3.4980
19561,97.8000,-3.6175,4.5985,3.3398,2.8048,-4.1019,-3.3994
19562,97.8050,-3.6579,4.5131,3.3366,2.8366,-4.0663,-3.3133
19563,97.8100,-3.6775,4.4520,3.3582,2.8077,-4.0277,-3.2535
19564,97.8150,-3.7036,4.3830,3.3639,2.8217,-3.9518,-3.1390
19565,97.8200,-3.7141,4.2577,3.3551,2.8129,-3.9064,-3.0711
19566,97.8250,-3.7405,4.1960,3.3511,2.8119,-3.8396,-2.9329
19567,97.8300,-3.7852,4.1186,3.3438,2.8236,-3.7865,-2.8842
19568,97.8350,-3.7899,4.0203,3.3657,2.8227,-3.7489,-2.7399
19569,97.8400,-3.8208,3.9221,3.3495,2.8113,-3.7042,-2.6561
19570,97.8450,-3.8177,3.8134,3.3520,2.8275,-3.6347,-2.5717
19571,97.8500,-3.8364,3.7637,3.3554,2.8210,-3.6082,-2.4666
19572,97.8550,-3.8289,3.6829,3.3245,2.8275,-3.5451,-2.3837
19573,97.8600,-3.8824,3.5752,3.3413,2.8344,-3.4789,-2.2042
19574,97.8650,-3.8858,3.5484,3.3398,2.8243,-3.4245,-2.1582
19575,97.8700,-3.9163,3.4189,3.3520,2.8217,-3.3600,-2.0060
19576,97.8750,-3.9214,3.3050,3.3360,2.8239,-3.2972,-1.9497
19577,97.8800,-3.9316,3.1751,3.3495,2.8116,-3.2300,-1.7631
19578,97.8850,-3.9177,3.1183,3.3579,2.8298,-3.1605,-1.6624
19579,97.8900,-3.9217,3.0286,3.3242,2.8301,-3.1021,-1.5291
19580,97.8950,-3.9177,2.9116,3.3335,2.8519,-3.0426,-1.4032
19581,97.9000,-3.9021,2.7950,3.3451,2.8295,-2.9940,-1.3083
19582,97.9050,-3.9072,2.6937,3.3517,2.8366,-2.9063,-1.1736
19583,97.9100,-3.8807,2.5835,3.3551,2.8512,-2.8264,-1.0676
19584,97.9150,-3.8652,2.4588,3.3357,2.8155,-2.7276,-0.9202
19585,97.9200,-3.8516,2.3148,3.3395,2.8250,-2.6642,-0.8520
19586,97.9250,-3.8448,2.1920,3.3442,2.8516,-2.5879,-0.6775
19587,97.9300,-3.8496,2.0232,3.3245,2.8178,-2.4996,-0.5032
19588,97.9350,-3.8127,1.8755,3.3289,2.8041,-2.4314,-0.3450
19589,97.9400,-3.7923,1.7407,3.2954,2.8217,-2.3417,-0.2030
19590,97.9450,-3.7666,1.6139,3.3072,2.7960,-2.2655,-0.0361
19591,97.9500,-3.7645,1.4948,3.2841,2.8165,-2.2141,0.0998
19592,97.9550,-3.7181,1.3290,3.2819,2.8136,-2.1302,0.2302
19593,97.9600,-3.6965,1.2025,3.2825,2.7934,-2.0566,0.3450
19594,97.9650,-3.6477,1.0781,3.2751,2.8058,-1.9535,0.4929
19595,97.9700,-3.6517,0.9332,3.2725,2.7925,-1.8961,0.6353
19596,97.9750,-3.5975,0.7699,3.2575,2.8038,-1.8004,0.7843
19597,97.9800,-3.5908,0.6410,3.2485,2.7882,-1.7288,0.9246
19598,97.9850,-3.5288,0.5068,3.2550,2.8051,-1.6140,1.0977
19599,97.9900,-3.4851,0.3576,3.2316,2.7856,-1.5566,1.2219
19600,97.9950,-3.4370,0.2413,3.2137,2.7990,-1.4693,1.4058
19601,98.0000,-3.3848,0.0955,3.2066,2.7876,-1.3628,1.5370
19602,98.0050,-3.3662,-0.0344,3.1919,2.8009,-1.2543,1.6817
19603,98.0100,-3.3228,-0.1474,3.1890,2.7804,-1.1747,1.8016
19604,98.0150,-3.2734,-0.2597,3.1944,2.7632,-1.0673,1.9509
19605,98.0200,-3.2371,-0.4050,3.1897,2.7814,-0.9615,2.0769
19606,98.0250,-3.1802,-0.4851,3.1740,2.7808,-0.8577,2.2341
19607,98.0300,-3.1578,-0.5873,3.1684,2.7902,-0.7472,2.3331
19608,98.0350,-3.0698,-0.7067,3.1456,2.7775,-0.6418,2.4969
19609,98.0400,-3.0206,-0.8276,3.1231,2.7518,-0.5454,2.6149
19610,98.0450,-2.9664,-0.9311,3.1121,2.7463,-0.4655,2.7488
19611,98.0500,-2.9485,-1.0610,3.0883,2.7697,-0.3469,2.8560
19612,98.0550,-2.8936,-1.1905,3.0655,2.7414,-0.2344,3.0112
19613,98.0600,-2.8445,-1.3103,3.0505,2.7668,-0.1128,3.1460
19614,98.0650,-2.7849,-1.4429,3.0277,2.7447,-0.0033,3.2839
19615,98.0700,-2.7090,-1.5718,2.9908,2.7453,0.1249,3.3340
19616,98.0750,-2.6626,-1.6541,2.9836,2.7470,0.2596,3.4357
19617,98.0800,-2.6368,-1.7271,2.9639,2.7239,0.3688,3.4725
19618,98.0850,-2.5667,-1.8447,2.9457,2.7168,0.4957,3.6114
19619,98.0900,-2.5190,-1.9487,2.8926,2.6970,0.6176,3.6530
19620,98.0950,-2.4509,-2.0608,2.8932,2.6973,0.7368,3.7561
19621,98.1000,-2.3445,-2.1962,2.8619,2.6875,0.8759,3.7499
19622,98.1050,-2.2940,-2.2662,2.8697,2.7005,0.9968,3.8811
19623,98.1100,-2.2537,-2.3886,2.8294,2.6953,1.1210,3.8938
19624,98.1150,-2.1734,-2.5096,2.8131,2.6836,1.2184,3.9890
19625,98.1200,-2.1040,-2.5827,2.7290,2.6658,1.3014,3.9869
19626,98.1250,-2.0583,-2.6913,2.7100,2.6762,1.4152,4.0780
19627,98.1300,-1.9959,-2.7847,2.7081,2.6589,1.5159,4.0643
19628,98.1350,-1.9421,-2.9025,2.6806,2.6625,1.6446,4.1553
19629,98.1400,-1.9245,-2.9771,2.6446,2.6547,1.7984,4.1287
19630,98.1450,-1.8309,-3.0542,2.6199,2.6346,1.9273,4.2163
19631,98.1500,-1.7642,-3.1401,2.6008,2.6193,2.0519,4.2001
19632,98.1550,-1.6738,-3.2301,2.5501,2.5910,2.1728,4.2663
19633,98.1600,-1.6260,-3.2727,2.4967,2.6073,2.2736,4.2471
19634,98.1650,-1.5417,-3.3651,2.4613,2.5741,2.4093,4.3372
19635,98.1700,-1.4414,-3.4376,2.4000,2.5582,2.5147,4.3273
19636,98.1750,-1.3384,-3.4977,2.3525,2.5625,2.6490,4.3768
19637,98.1800,-1.2544,-3.6046,2.3131,2.5244,2.7639,4.3513
19638,98.1850,-1.1829,-3.6635,2.2599,2.5400,2.9100,4.4225
19639,98.1900,-1.1203,-3.7377,2.2186,2.4958,3.0456,4.4014
19640,98.1950,-1.0528,-3.8305,2.1761,2.4845,3.1632,4.4588
19641,98.2000,-0.9844,-3.9090,2.1317,2.4630,3.2495,4.4231
19642,98.2050,-0.9302,-3.9465,2.0679,2.4451,3.3737,4.4907
19643,98.2100,-0.8242,-4.0223,2.0075,2.4435,3.4664,4.4562
19644,98.2150,-0.7788,-4.0736,1.9578,2.4221,3.5658,4.5218
19645,98.2200,-0.6375,-4.1399,1.9200,2.3883,3.6568,4.4984
19646,98.2250,-0.5579,-4.2286,1.8490,2.4010,3.7448,4.5467
19647,98.2300,-0.4875,-4.2661,1.7699,2.3698,3.8318,4.5212
19648,98.2350,-0.4231,-4.3511,1.6842,2.3198,3.9037,4.5596
19649,98.2400,-0.3120,-4.4364,1.6695,2.3285,3.9842,4.5470
19650,98.2450,-0.2317,-4.4926,1.6044,2.2912,4.0380,4.5959
