开始时间：,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061
结束时间：,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056
采样频率：,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,30000,30000,30000,30000,30000,30000
序列号:,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,1,9084,9085,9088,9101,9105
序号：,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
18387,2.5176,-0.7073,-4.5878,-3.9145,-5.4174,-1.9142
18388,2.5515,-0.5279,-4.5030,-3.8226,-5.3969,-2.1202
18389,2.6108,-0.3072,-4.3310,-3.7332,-5.3969,-2.2713
18390,2.6901,-0.0939,-4.1045,-3.6575,-5.3234,-2.4860
18391,2.7270,0.1054,-3.9231,-3.5588,-5.2434,-2.5993
18392,2.7852,0.2923,-3.7839,-3.4939,-5.2169,-2.8418
18393,2.8005,0.5035,-3.5553,-3.3919,-5.1491,-2.9659
18394,2.8293,0.6478,-3.3272,-3.2899,-5.1272,-3.1534
18395,2.8523,0.8621,-3.1593,-3.1577,-5.0456,-3.2527
18396,2.8696,1.1132,-2.9234,-3.0667,-4.9492,-3.4603
18397,2.8781,1.3677,-2.7298,-2.9622,-4.8357,-3.5733
18398,2.8940,1.5903,-2.5115,-2.8439,-4.7672,-3.6908
18399,2.9750,1.8544,-2.3129,-2.7270,-4.6658,-3.8591
18400,2.9784,2.0696,-2.1284,-2.6117,-4.5858,-3.9540
18401,2.9845,2.3425,-1.8913,-2.4359,-4.4985,-4.1268
18402,3.0166,2.5448,-1.6598,-2.2661,-4.3642,-4.1995
18403,3.0478,2.7515,-1.4581,-2.1124,-4.2487,-4.3301
18404,3.0292,2.9869,-1.2442,-1.9569,-4.1301,-4.4086
18405,3.0712,3.2077,-1.0427,-1.7938,-4.0206,-4.5412
18406,3.0593,3.3760,-0.8423,-1.6418,-3.8769,-4.6138
18407,3.0776,3.5645,-0.6431,-1.5014,-3.7526,-4.6756
18408,3.0915,3.6799,-0.4607,-1.3121,-3.6102,-4.7816
18409,3.0705,3.8771,-0.2968,-1.1230,-3.4285,-4.8144
18410,3.0911,4.0039,-0.0963,-0.9291,-3.2919,-4.9079
18411,3.1037,4.1795,0.0481,-0.7842,-3.1307,-4.9225
18412,3.1016,4.2811,0.1976,-0.6289,-2.9718,-5.0030
18413,3.1149,4.4226,0.3218,-0.4581,-2.8126,-5.0115
18414,3.1125,4.5857,0.4441,-0.3073,-2.6014,-5.0771
18415,3.1084,4.7527,0.5901,-0.1079,-2.4345,-5.1196
18416,3.1155,4.8906,0.7090,0.0344,-2.2431,-5.1822
18417,3.1379,5.0144,0.8034,0.2137,-2.0634,-5.1726
18418,3.1132,5.1608,0.9542,0.3499,-1.8555,-5.1858
18419,3.1308,5.2851,1.0880,0.5383,-1.6809,-5.2174
18420,3.1359,5.4239,1.1844,0.6568,-1.4401,-5.1720
18421,3.1464,5.5244,1.2775,0.8001,-1.2473,-5.1951
18422,3.1501,5.6085,1.3895,0.9190,-1.0317,-5.1257
18423,3.1186,5.7261,1.4918,1.0165,-0.8238,-5.1198
18424,3.1115,5.8139,1.5552,1.1402,-0.6012,-5.0306
18425,3.1142,5.9171,1.6337,1.2429,-0.3845,-5.0323
18426,3.1034,5.9601,1.6741,1.3478,-0.1659,-4.9202
18427,3.1132,6.0559,1.7763,1.4215,0.0708,-4.8941
18428,3.1067,6.1314,1.8455,1.5421,0.2710,-4.8051
18429,3.1315,6.2170,1.9099,1.6035,0.5108,-4.7562
18430,3.1321,6.2678,1.9674,1.6733,0.7384,-4.6405
18431,3.1088,6.3455,2.0381,1.7120,0.9631,-4.5561
18432,3.1183,6.4148,2.0678,1.7620,1.1347,-4.4604
18433,3.0807,6.5017,2.1235,1.7925,1.3013,-4.3482
18434,3.1369,6.5846,2.1535,1.8325,1.4967,-4.2782
18435,3.0891,6.6089,2.1748,1.8436,1.7211,-4.1040
18436,3.0956,6.6172,2.2126,1.8848,1.9226,-4.0346
18437,3.0837,6.6789,2.2767,1.9212,2.0545,-3.8612
18438,3.0945,6.7201,2.2908,1.9443,2.2178,-3.8047
18439,3.0928,6.7501,2.3149,1.9625,2.3716,-3.6366
18440,3.0776,6.7885,2.3327,1.9634,2.5123,-3.5268
18441,3.0725,6.8005,2.3752,1.9784,2.6295,-3.3739
18442,3.0607,6.8404,2.3865,2.0011,2.7568,-3.2588
18443,3.0593,6.8653,2.4075,2.0352,2.8743,-3.0907
18444,3.0363,6.8422,2.4346,2.0537,2.9559,-2.9530
18445,3.0522,6.9049,2.4594,2.0827,3.0825,-2.8055
18446,3.0383,6.9187,2.4619,2.0849,3.1930,-2.6397
18447,3.0248,6.9393,2.5010,2.0749,3.2850,-2.5044
18448,3.0275,6.9436,2.5031,2.0820,3.3831,-2.3492
18449,2.9848,6.9611,2.5216,2.0830,3.4479,-2.2511
18450,2.9387,6.9608,2.5269,2.0807,3.5097,-2.0080
18451,2.9323,6.9623,2.5450,2.1200,3.5476,-1.8820
18452,2.8930,6.9344,2.5388,2.1230,3.5758,-1.6841
18453,2.8930,6.9491,2.5776,2.1437,3.6168,-1.5470
18454,2.8564,6.9282,2.5729,2.1421,3.6339,-1.3086
18455,2.8205,6.9243,2.5910,2.1392,3.6954,-1.1560
18456,2.8113,6.8898,2.5832,2.1544,3.7065,-0.9653
18457,2.7683,6.8810,2.5798,2.1853,3.7424,-0.8254
18458,2.7510,6.8668,2.6007,2.1798,3.7787,-0.6028
18459,2.6897,6.8407,2.6113,2.1632,3.8236,-0.4405
18460,2.6623,6.8294,2.6076,2.1675,3.8398,-0.2615
18461,2.5932,6.8035,2.5982,2.1909,3.8559,-0.0809
18462,2.5278,6.7560,2.6192,2.1808,3.8774,0.1119
18463,2.4868,6.7382,2.6223,2.1675,3.9207,0.2958
18464,2.3892,6.6823,2.6017,2.1811,3.9123,0.4446
18465,2.3615,6.6301,2.6051,2.1740,3.9026,0.6772
18466,2.2595,6.6138,2.6192,2.1762,3.9271,0.8227
18467,2.1782,6.5751,2.6226,2.2071,3.9422,1.0468
18468,2.1226,6.5069,2.6270,2.1733,3.9519,1.1261
18469,2.0153,6.4041,2.6210,2.1736,3.9734,1.3218
18470,1.9150,6.3445,2.6035,2.1980,3.9791,1.4638
18471,1.7653,6.3135,2.6082,2.2243,3.9980,1.6786
18472,1.6118,6.2146,2.6020,2.2133,4.0000,1.8001
18473,1.4248,6.1489,2.6120,2.2168,4.0100,1.9881
18474,1.3039,6.0460,2.5988,2.1925,4.0107,2.1047
18475,1.1599,5.9892,2.6123,2.1967,4.0161,2.2435
18476,0.9519,5.8707,2.5973,2.1915,4.0238,2.3449
18477,0.7670,5.7709,2.6185,2.2146,4.0060,2.4650
18478,0.5925,5.6711,2.6082,2.2097,4.0497,2.5962
18479,0.3774,5.5538,2.5966,2.2175,4.0530,2.6791
18480,0.2022,5.4243,2.5707,2.2266,4.0245,2.7837
18481,-0.0030,5.3066,2.5829,2.2081,4.0433,2.8376
18482,-0.1978,5.1829,2.5601,2.2428,4.0449,2.9521
18483,-0.4421,5.0552,2.5053,2.2428,4.0577,2.9843
18484,-0.6114,4.8940,2.5282,2.2246,4.0399,3.0830
18485,-0.8343,4.7672,2.5441,2.2272,4.0235,3.0742
18486,-1.0277,4.5869,2.5228,2.2448,4.0171,3.1938
18487,-1.2459,4.4448,2.5013,2.2373,4.0184,3.1893
18488,-1.4475,4.2783,2.4897,2.2178,4.0147,3.2722
18489,-1.6192,4.1021,2.4960,2.1834,4.0305,3.2611
18490,-1.8360,3.9378,2.4800,2.1925,4.0298,3.3273
18491,-2.0816,3.7941,2.4403,2.2065,4.0208,3.3279
18492,-2.3201,3.6207,2.4259,2.1941,4.0342,3.2975
18493,-2.5223,3.4377,2.4134,2.2107,4.0117,3.3133
18494,-2.7276,3.2295,2.3834,2.1775,3.9963,3.3812
18495,-2.9180,3.0020,2.3433,2.1778,3.9909,3.3452
18496,-3.1490,2.7668,2.2939,2.1837,3.9627,3.4348
18497,-3.3523,2.5621,2.2583,2.1801,3.9523,3.3994
18498,-3.5230,2.2741,2.1923,2.1626,3.9241,3.4366
18499,-3.7533,2.0429,2.2098,2.1743,3.9026,3.4213
18500,-3.9190,1.7816,2.1316,2.1064,3.8962,3.4682
18501,-4.1128,1.5400,2.1207,2.1106,3.8686,3.4386
18502,-4.2611,1.2781,2.0541,2.1048,3.8488,3.4743
18503,-4.4251,1.0082,2.0172,2.1200,3.8378,3.4925
18504,-4.5701,0.7853,1.9615,2.1031,3.8250,3.5209
18505,-4.7019,0.5490,1.8952,2.1230,3.7746,3.4826
18506,-4.8191,0.3476,1.8301,2.0888,3.7750,3.5168
18507,-4.9495,0.1265,1.7739,2.0778,3.7518,3.5136
18508,-5.0890,-0.0942,1.6966,2.0476,3.6997,3.5163
18509,-5.1886,-0.3116,1.6275,2.0547,3.6853,3.5365
18510,-5.2743,-0.5648,1.5646,2.0190,3.6715,3.5443
18511,-5.3763,-0.7800,1.4339,2.0187,3.6393,3.5476
18512,-5.4776,-0.9860,1.3416,1.9904,3.6359,3.5614
18513,-5.5586,-1.2190,1.2122,1.9485,3.5819,3.5828
18514,-5.6381,-1.4283,1.1393,1.9439,3.5604,3.5780
18515,-5.7069,-1.6116,1.0198,1.9388,3.5379,3.6000
18516,-5.7801,-1.8210,0.8847,1.9115,3.4808,3.5742
18517,-5.8505,-2.0171,0.7740,1.8757,3.4230,3.6018
18518,-5.9010,-2.1989,0.6389,1.8536,3.3757,3.5865
18519,-5.9396,-2.3665,0.5223,1.8023,3.3475,3.6018
18520,-5.9664,-2.5307,0.3818,1.7393,3.2689,3.5634
18521,-6.0467,-2.6820,0.2624,1.7146,3.1816,3.6147
18522,-6.0440,-2.8536,0.1160,1.6395,3.1030,3.5871
18523,-6.0545,-2.9909,-0.0325,1.5967,3.0059,3.6226
18524,-6.0812,-3.1634,-0.2280,1.5115,2.9092,3.5886
18525,-6.0772,-3.3033,-0.4069,1.4479,2.7880,3.5977
18526,-6.0396,-3.4329,-0.5742,1.3286,2.7098,3.5915
18527,-6.0067,-3.5418,-0.7488,1.2812,2.6009,3.6009
18528,-6.0074,-3.6968,-0.9295,1.1740,2.4649,3.5619
18529,-5.9437,-3.8076,-1.1062,1.0694,2.3095,3.5623
18530,-5.8830,-3.9255,-1.3039,0.9476,2.1557,3.5566
18531,-5.8346,-4.0281,-1.4975,0.8433,2.0169,3.5965
18532,-5.7469,-4.1161,-1.7058,0.7260,1.8547,3.5406
18533,-5.6625,-4.2218,-1.9348,0.5704,1.7043,3.5842
18534,-5.5687,-4.2896,-2.1509,0.4281,1.5051,3.5525
18535,-5.4884,-4.3746,-2.3508,0.2780,1.3416,3.5828
18536,-5.4017,-4.4406,-2.5250,0.1250,1.1680,3.5329
18537,-5.2879,-4.5238,-2.7533,-0.0338,0.9796,3.5532
18538,-5.1829,-4.5904,-2.9372,-0.2456,0.7851,3.4969
18539,-5.0379,-4.6567,-3.1192,-0.3911,0.5910,3.5379
18540,-4.9396,-4.7313,-3.3138,-0.5412,0.3808,3.4872
18541,-4.8062,-4.7562,-3.4896,-0.7092,0.1917,3.5122
18542,-4.6354,-4.8145,-3.6700,-0.8583,0.0037,3.4905
18543,-4.4827,-4.8571,-3.8293,-1.0152,-0.2197,3.5106
18544,-4.3326,-4.8709,-4.0091,-1.2023,-0.4128,3.4732
18545,-4.1995,-4.9019,-4.1574,-1.3205,-0.6045,3.4723
18546,-4.0518,-4.9179,-4.3160,-1.4849,-0.8245,3.4219
18547,-3.9230,-4.9348,-4.4549,-1.6333,-0.9968,3.4163
18548,-3.7147,-4.9627,-4.5997,-1.7931,-1.1976,3.3991
18549,-3.4990,-4.9197,-4.7038,-1.9507,-1.3924,3.3625
18550,-3.2788,-4.9480,-4.8396,-2.0618,-1.5747,3.3549
18551,-3.0826,-4.9231,-4.9644,-2.1966,-1.7665,3.3323
18552,-2.8729,-4.9084,-5.0776,-2.3015,-1.9428,3.3089
18553,-2.6693,-4.8851,-5.2065,-2.4535,-2.1305,3.2632
18554,-2.4871,-4.8912,-5.2991,-2.5802,-2.3055,3.2532
18555,-2.2771,-4.8611,-5.3854,-2.6997,-2.4849,3.1943
18556,-2.1063,-4.8480,-5.4646,-2.8163,-2.6642,3.1613
18557,-1.8753,-4.7614,-5.5675,-2.9128,-2.8385,3.0646
18558,-1.6416,-4.7129,-5.6110,-3.0333,-2.9836,3.0590
18559,-1.4336,-4.6229,-5.6676,-3.1155,-3.1468,2.9424
18560,-1.2476,-4.5757,-5.7433,-3.2379,-3.2979,2.9105
18561,-1.0816,-4.4683,-5.8193,-3.3539,-3.4205,2.7629
18562,-0.8760,-4.3986,-5.8706,-3.4445,-3.5548,2.7104
18563,-0.6805,-4.3301,-5.9122,-3.4919,-3.6942,2.5420
18564,-0.4651,-4.2365,-5.9745,-3.6037,-3.8147,2.4899
18565,-0.2730,-4.1272,-6.0154,-3.6933,-3.9538,2.2983
18566,-0.0603,-4.0302,-5.9939,-3.7453,-4.0797,2.2143
18567,0.1287,-3.8653,-6.0339,-3.8164,-4.1906,2.0118
18568,0.2859,-3.7481,-6.0258,-3.8765,-4.2984,1.8830
18569,0.4716,-3.6189,-6.0148,-3.9486,-4.3948,1.7055
18570,0.6667,-3.5413,-6.0233,-4.0061,-4.5012,1.5485
18571,0.8561,-3.4018,-6.0151,-4.0509,-4.5694,1.3631
18572,1.0241,-3.2677,-5.9851,-4.0775,-4.6886,1.1739
18573,1.1782,-3.0894,-5.9466,-4.1133,-4.7602,0.9735
18574,1.3459,-2.9334,-5.9103,-4.1328,-4.8424,0.7504
18575,1.4502,-2.7769,-5.8631,-4.1672,-4.9173,0.6157
18576,1.5911,-2.6572,-5.8112,-4.2178,-5.0150,0.3588
18577,1.7009,-2.5310,-5.7620,-4.2874,-5.0893,0.2106
18578,1.8140,-2.3794,-5.6053,-4.2870,-5.1491,-0.0182
18579,1.9272,-2.2197,-5.5353,-4.2987,-5.2018,-0.1529
18580,2.0335,-2.0414,-5.4173,-4.2978,-5.2673,-0.3890
18581,2.1196,-1.8870,-5.3198,-4.3120,-5.3153,-0.5799
18582,2.2026,-1.6923,-5.2150,-4.3078,-5.3442,-0.8324
18583,2.2785,-1.4922,-5.0905,-4.2643,-5.3693,-1.0248
18584,2.3493,-1.3034,-4.9857,-4.1844,-5.4107,-1.2723
18585,2.4201,-1.0990,-4.8502,-4.1467,-5.4342,-1.4249
18586,2.4905,-0.9353,-4.7035,-4.0736,-5.4318,-1.6583
18587,2.5685,-0.7005,-4.5678,-4.0233,-5.4543,-1.8334
18588,2.6230,-0.4945,-4.4117,-3.9499,-5.4480,-2.0548
18589,2.6328,-0.2753,-4.2525,-3.8849,-5.4456,-2.2057
18590,2.6867,-0.0749,-4.0429,-3.7924,-5.4083,-2.4171
18591,2.7300,0.1514,-3.8665,-3.7235,-5.3714,-2.5603
18592,2.7470,0.3304,-3.7170,-3.6433,-5.3502,-2.7679
18593,2.7880,0.5192,-3.5490,-3.5569,-5.2945,-2.8848
18594,2.7971,0.7280,-3.3451,-3.4416,-5.2454,-3.1063
18595,2.8239,0.9447,-3.1627,-3.3263,-5.1548,-3.2351
18596,2.8516,1.1980,-2.9438,-3.2386,-5.1067,-3.4073
18597,2.8899,1.4304,-2.7420,-3.0518,-5.0097,-3.5241
18598,2.9126,1.7119,-2.5140,-2.9638,-4.8629,-3.6858
18599,2.9377,1.9566,-2.2857,-2.8313,-4.7639,-3.7953
18600,2.9872,2.1519,-2.0980,-2.7335,-4.6560,-3.9696
18601,2.9963,2.3641,-1.8888,-2.6055,-4.5580,-4.0726
18602,3.0126,2.5654,-1.6667,-2.4418,-4.4481,-4.2185
18603,3.0163,2.7760,-1.4534,-2.3164,-4.3655,-4.3134
18604,3.0718,2.9842,-1.2257,-2.1845,-4.2446,-4.4252
18605,3.0393,3.2237,-1.0227,-2.0332,-4.0861,-4.5283
18606,3.0163,3.4039,-0.8404,-1.8380,-3.9229,-4.6249
18607,3.0573,3.5712,-0.6843,-1.6366,-3.8131,-4.7163
18608,3.0661,3.7254,-0.4907,-1.4732,-3.6895,-4.8150
18609,3.0529,3.8998,-0.3065,-1.2786,-3.5353,-4.8868
18610,3.0850,4.0653,-0.1261,-1.0986,-3.3846,-4.9579
18611,3.0654,4.2010,0.0481,-0.9239,-3.2415,-5.0519
18612,3.0603,4.3265,0.1788,-0.7842,-3.0383,-5.0666
18613,3.0878,4.4810,0.3230,-0.6354,-2.8670,-5.1366
18614,3.0949,4.6097,0.4550,-0.4291,-2.6917,-5.1931
18615,3.0763,4.8099,0.6033,-0.2745,-2.5214,-5.2241
18616,3.0942,4.9265,0.6971,-0.0890,-2.3391,-5.2968
18617,3.0956,5.0564,0.8244,0.0925,-2.1104,-5.3038
18618,3.0939,5.2010,0.9470,0.2576,-1.9032,-5.3125
18619,3.0800,5.3650,1.0589,0.3882,-1.7222,-5.3275
18620,3.0749,5.4605,1.1778,0.5184,-1.4737,-5.3175
18621,3.0966,5.6152,1.2854,0.6763,-1.2513,-5.3088
18622,3.1016,5.7126,1.3939,0.8251,-1.0532,-5.3108
18623,3.0942,5.8001,1.4952,0.9115,-0.8386,-5.2909
18624,3.1172,5.8698,1.5599,1.0697,-0.6297,-5.2560
18625,3.1250,5.9576,1.6316,1.1646,-0.4531,-5.2311
18626,3.0969,6.0596,1.6969,1.2819,-0.2264,-5.1658
18627,3.1030,6.1108,1.7742,1.4186,-0.0232,-5.0929
18628,3.1010,6.2192,1.8573,1.4963,0.1971,-5.0282
18629,3.0861,6.2883,1.9190,1.5694,0.4362,-4.9828
18630,3.0901,6.3089,1.9590,1.6272,0.6491,-4.8879
18631,3.1060,6.3946,2.0059,1.6944,0.8563,-4.8135
18632,3.0969,6.4738,2.0500,1.7552,1.0867,-4.6847
18633,3.1006,6.5441,2.1100,1.8085,1.2573,-4.6047
18634,3.0603,6.6067,2.1482,1.8517,1.4353,-4.4607
18635,3.1220,6.6393,2.1914,1.8721,1.6378,-4.4080
18636,3.1010,6.6795,2.2342,1.8826,1.8171,-4.2311
18637,3.0959,6.7305,2.2630,1.9069,1.9790,-4.1494
18638,3.0593,6.7624,2.2917,1.9641,2.1372,-4.0349
18639,3.0668,6.8251,2.3327,1.9719,2.2916,-3.9400
18640,3.0908,6.8592,2.3421,1.9992,2.4330,-3.7558
18641,3.0508,6.8785,2.3633,1.9884,2.5747,-3.7054
18642,3.0745,6.8966,2.3934,2.0255,2.7128,-3.4907
18643,3.0793,6.9021,2.4037,2.0476,2.8239,-3.4014
18644,3.0400,6.8883,2.4272,2.0638,2.9163,-3.2421
18645,3.0397,6.9246,2.4475,2.0840,3.0321,-3.1256
18646,3.0332,6.9611,2.4731,2.1230,3.1292,-2.9536
18647,2.9956,6.9768,2.4716,2.1265,3.2289,-2.8178
18648,2.9838,6.9740,2.5028,2.1145,3.3273,-2.6098
18649,2.9814,6.9633,2.5132,2.1083,3.4032,-2.5062
18650,2.9479,6.9445,2.5278,2.1291,3.4519,-2.2707
18651,2.9435,6.9620,2.5407,2.1350,3.5066,-2.1679
18652,2.9126,6.9568,2.5397,2.1398,3.5456,-1.9626
18653,2.8930,6.9405,2.5638,2.1675,3.5815,-1.7886
18654,2.8872,6.9393,2.5688,2.1870,3.6141,-1.5869
18655,2.8635,6.9488,2.5904,2.1808,3.6517,-1.4571
18656,2.8320,6.9328,2.5872,2.1912,3.6967,-1.2266
18657,2.7917,6.8969,2.6007,2.2009,3.7330,-1.1048
18658,2.7409,6.8702,2.5973,2.2113,3.7612,-0.8494
18659,2.6928,6.8653,2.5932,2.2201,3.7807,-0.6722
18660,2.6332,6.8236,2.5910,2.2282,3.8357,-0.4133
18661,2.6030,6.8281,2.6126,2.2587,3.8492,-0.2979
18662,2.5529,6.7799,2.6332,2.2432,3.8858,-0.0832
18663,2.4645,6.7164,2.6454,2.2412,3.9120,0.0392
18664,2.3998,6.6795,2.6276,2.2230,3.9281,0.2744
18665,2.3442,6.6371,2.6213,2.2159,3.9456,0.4030
18666,2.2717,6.6061,2.6432,2.2471,3.9388,0.5934
18667,2.1769,6.5217,2.6242,2.2496,3.9590,0.7269
18668,2.0735,6.4489,2.6267,2.2558,3.9879,0.9355
18669,1.9553,6.4038,2.6064,2.2717,4.0080,1.0878
18670,1.8581,6.3424,2.6348,2.2825,4.0147,1.2969
18671,1.7310,6.2686,2.6367,2.2909,4.0124,1.4618
18672,1.6220,6.1818,2.6129,2.2367,4.0198,1.6279
18673,1.4902,6.0970,2.6070,2.2467,4.0261,1.7966
18674,1.3171,6.0242,2.6035,2.2558,4.0409,1.9562
18675,1.1497,5.9281,2.5991,2.2484,4.0486,2.1000
18676,0.9641,5.8093,2.5945,2.2552,4.0379,2.1958
18677,0.7815,5.7153,2.6010,2.2597,4.0631,2.3543
18678,0.5996,5.6072,2.6026,2.2610,4.0530,2.4527
18679,0.4282,5.5016,2.6110,2.2659,4.0721,2.5825
18680,0.1863,5.3902,2.5941,2.2591,4.0654,2.6580
18681,-0.0044,5.2824,2.5998,2.2594,4.0668,2.7769
18682,-0.2158,5.1298,2.5970,2.2744,4.0644,2.8159
18683,-0.4089,4.9879,2.5816,2.2405,4.0524,2.9629
18684,-0.6270,4.8664,2.5716,2.2552,4.0621,2.9805
18685,-0.8726,4.7039,2.5059,2.2298,4.0675,3.0467
18686,-1.0823,4.5694,2.5191,2.2591,4.0413,3.0982
18687,-1.2469,4.4018,2.5429,2.2500,4.0426,3.1794
18688,-1.4143,4.2482,2.5038,2.2480,4.0607,3.1805
18689,-1.6307,4.0729,2.4888,2.2529,4.0318,3.2599
18690,-1.8401,3.9200,2.4753,2.2425,4.0349,3.2722
18691,-2.0569,3.7204,2.4675,2.2415,4.0356,3.3265
18692,-2.2313,3.5620,2.4568,2.2422,4.0332,3.3212
18693,-2.4485,3.4091,2.4200,2.2324,4.0443,3.3789
18694,-2.6280,3.2320,2.4075,2.2552,4.0261,3.3868
18695,-2.8221,3.0223,2.3834,2.2402,4.0131,3.3982
18696,-3.0189,2.7696,2.3315,2.2139,3.9848,3.4087
18697,-3.2317,2.5181,2.2992,2.2159,3.9848,3.4541
18698,-3.4376,2.3041,2.2767,2.1957,3.9651,3.4416
18699,-3.6151,2.0773,2.2132,2.1730,3.9523,3.4650
18700,-3.7896,1.8231,2.1773,2.1882,3.9576,3.4726
18701,-3.9779,1.5692,2.1347,2.1486,3.9418,3.5139
18702,-4.1517,1.3257,2.0916,2.1359,3.9197,3.5163
18703,-4.3048,1.0939,2.0434,2.1337,3.9042,3.5525
18704,-4.4546,0.8443,2.0003,2.1077,3.8693,3.5218
18705,-4.6111,0.6506,1.9565,2.1220,3.8519,3.5473
18706,-4.7537,0.4268,1.9018,2.1015,3.8274,3.5350
18707,-4.8695,0.2515,1.8298,2.1067,3.7837,3.5666
18708,-4.9749,0.0126,1.7388,2.0918,3.7622,3.5593
18709,-5.0962,-0.2265,1.6647,2.0768,3.7373,3.5771
18710,-5.1869,-0.4546,1.6078,2.0499,3.7088,3.5435
18711,-5.2632,-0.6978,1.5337,2.0391,3.6665,3.5646
18712,-5.3526,-0.8583,1.4420,2.0200,3.6406,3.5766
18713,-5.4342,-1.1076,1.3463,1.9852,3.5862,3.5663
18714,-5.5013,-1.3403,1.2459,1.9540,3.5624,3.5757
18715,-5.6124,-1.5100,1.1293,1.9238,3.5120,3.5657
18716,-5.6791,-1.7418,0.9801,1.8965,3.4734,3.5754
18717,-5.7086,-1.9044,0.8778,1.8614,3.4355,3.5572
18718,-5.7658,-2.0927,0.7459,1.8312,3.3861,3.5810
18719,-5.8126,-2.2759,0.6176,1.8030,3.3364,3.5699
18720,-5.8695,-2.4782,0.4854,1.7620,3.2800,3.5860
18721,-5.9088,-2.6087,0.3318,1.7347,3.1977,3.5482
18722,-5.9305,-2.7769,0.1788,1.6801,3.1315,3.5628
18723,-5.9335,-2.8954,-0.0009,1.6369,3.0419,3.5496
18724,-5.9471,-3.0338,-0.1639,1.5639,2.9478,3.5795
18725,-5.9671,-3.1916,-0.3547,1.5086,2.8652,3.5312
18726,-5.9694,-3.2988,-0.5417,1.3835,2.7407,3.5739
18727,-5.9129,-3.4341,-0.7137,1.2861,2.6315,3.5423
18728,-5.8970,-3.5461,-0.9239,1.2026,2.5089,3.5704
18729,-5.8671,-3.6616,-1.1197,1.0938,2.3655,3.5485
18730,-5.7848,-3.7908,-1.3405,0.9658,2.2366,3.5297
18731,-5.7174,-3.9053,-1.5391,0.8741,2.0885,3.5581
18732,-5.6663,-4.0084,-1.7587,0.7445,1.9538,3.5379
18733,-5.5870,-4.0901,-1.9688,0.5996,1.7872,3.5616
18734,-5.4905,-4.2033,-2.1772,0.4587,1.6328,3.5365
18735,-5.4136,-4.2957,-2.3892,0.3203,1.4356,3.5561
18736,-5.3363,-4.3614,-2.6019,0.1855,1.2741,3.5306
18737,-5.2347,-4.4403,-2.7736,0.0305,1.0834,3.5508
18738,-5.1314,-4.4999,-2.9894,-0.1430,0.8976,3.5104
18739,-5.0240,-4.5861,-3.1680,-0.3233,0.7022,3.5241
18740,-4.8854,-4.6472,-3.3420,-0.4873,0.4732,3.4835
18741,-4.7527,-4.6852,-3.5574,-0.6637,0.2706,3.4981
18742,-4.5894,-4.7371,-3.7242,-0.8339,0.0322,3.4928
18743,-4.4519,-4.7850,-3.8990,-1.0015,-0.1508,3.5095
18744,-4.3106,-4.8243,-4.0657,-1.1467,-0.3554,3.4658
18745,-4.1541,-4.8452,-4.2052,-1.2965,-0.5367,3.4251
18746,-4.0003,-4.8645,-4.3832,-1.4553,-0.7375,3.4568
18747,-3.8414,-4.8565,-4.5468,-1.6177,-0.9226,3.4023
18748,-3.6602,-4.8918,-4.6929,-1.7376,-1.0807,3.4204
18749,-3.4539,-4.8805,-4.8127,-1.9068,-1.3098,3.3601
18750,-3.2202,-4.9023,-4.9757,-2.0345,-1.5066,3.3748
18751,-2.9895,-4.8593,-5.0811,-2.1449,-1.7044,3.2930
18752,-2.8083,-4.8504,-5.1931,-2.3125,-1.8854,3.2933
18753,-2.6233,-4.8486,-5.3223,-2.4135,-2.0902,3.2418
18754,-2.4478,-4.8007,-5.3977,-2.5591,-2.2622,3.2588
18755,-2.2608,-4.7669,-5.4874,-2.6997,-2.4449,3.1776
18756,-2.0667,-4.7031,-5.5972,-2.8335,-2.6293,3.1442
18757,-1.8489,-4.6837,-5.7026,-2.9371,-2.7794,3.0804
18758,-1.6639,-4.5867,-5.7580,-3.0739,-2.9342,3.0517
18759,-1.4373,-4.5456,-5.8647,-3.2058,-3.0820,2.9685
18760,-1.2659,-4.4360,-5.8969,-3.3113,-3.2848,2.8891
18761,-1.1050,-4.3731,-5.9654,-3.4052,-3.4141,2.8104
18762,-0.8838,-4.3083,-6.0189,-3.4770,-3.5478,2.6870
18763,-0.7114,-4.1920,-6.0902,-3.6037,-3.6945,2.6149
18764,-0.5264,-4.1011,-6.1009,-3.6783,-3.8426,2.4796
18765,-0.3269,-3.9915,-6.2091,-3.7209,-3.9857,2.3736
18766,-0.1118,-3.8887,-6.2010,-3.7930,-4.1093,2.2222
18767,0.0823,-3.7438,-6.1972,-3.8878,-4.2477,2.1194
18768,0.2710,-3.6591,-6.2275,-3.9678,-4.3716,1.8900
18769,0.4719,-3.5581,-6.2304,-4.0331,-4.4488,1.7957
18770,0.6240,-3.4599,-6.2166,-4.0649,-4.5704,1.5766
18771,0.8107,-3.3159,-6.2060,-4.1519,-4.6742,1.4191
